gene_id	ko_list
TraesCS1B02G362900	K02887
TraesCS1B02G363000	K03032
TraesCS1B02G363100	K00026
TraesCS1B02G363200	K28581
TraesCS1B02G363700	K07517
TraesCS1B02G363800	K10949
TraesCS1B02G364000	K02343
TraesCS1B02G364200	K05337
TraesCS1B02G364300	K26935
TraesCS1B02G364500	K07374
TraesCS1B02G364800	K07198
TraesCS1B02G364900	K24750
TraesCS1B02G365300	K00430
TraesCS1B02G365500	K08066
TraesCS1B02G365900	K17362
TraesCS1B02G366400	K00844
TraesCS1B02G366500	K13457
TraesCS1B02G366600	K14397
TraesCS1B02G366800	K08066
TraesCS1B02G367100	K13199
TraesCS1B02G368500	K00703
TraesCS1B02G368600	K01126
TraesCS1B02G368900	K00331;K03940
TraesCS1B02G369000	K02140
TraesCS1B02G369100	K03544
TraesCS1B02G369300	K03327
TraesCS1B02G369400	K09775
TraesCS1B02G369600	K12160
TraesCS1B02G369700	K12160
TraesCS1B02G369800	K12160
TraesCS1B02G369900	K12160
TraesCS1B02G370000	K12160
TraesCS1B02G370100	K12160
TraesCS1B02G370200	K12160
TraesCS1B02G370300	K12160
TraesCS1B02G370400	K12160
TraesCS1B02G370500	K06268
TraesCS1B02G370800	K06268
TraesCS1B02G370900	K06268
TraesCS1B02G371900	K20665
TraesCS1B02G373000	K19893
TraesCS1B02G373100	K14156
TraesCS1B02G373600	K00033
TraesCS1B02G373800	K24221
TraesCS1B02G374000	K02945
TraesCS1B02G374200	K15040
TraesCS1B02G374600	K07897
TraesCS1B02G374700	K28581
TraesCS1B02G374800	K24725
TraesCS1B02G374900	K28581
TraesCS1B02G375000	K10357
TraesCS1B02G375100	K14497
TraesCS1B02G375200	K22312
TraesCS1B02G375300	K12309
TraesCS1B02G375500	K06889
TraesCS1B02G375600	K10523
TraesCS1B02G375700	K10523
TraesCS1B02G375800	K10523
TraesCS1B02G375900	K11253
TraesCS1B02G376100	K11254
TraesCS1B02G376200	K11254
TraesCS1B02G376300	K11253
TraesCS1B02G376400	K11254
TraesCS1B02G376500	K11253
TraesCS1B02G376600	K11254
TraesCS1B02G376700	K11253
TraesCS1B02G376800	K01952
TraesCS1B02G376900	K05863
TraesCS1B02G377000	K11279
TraesCS1B02G377100	K01179
TraesCS1B02G377200	K15382
TraesCS1B02G377400	K13457
TraesCS1B02G377700	K28824
TraesCS1B02G377800	K04799
TraesCS1B02G378000	K04077
TraesCS1B02G378100	K11324
TraesCS1B02G378300	K11252
TraesCS1B02G378400	K11253
TraesCS1B02G378500	K11254
TraesCS1B02G378600	K11253
TraesCS1B02G378700	K11253
TraesCS1B02G378900	K24405
TraesCS1B02G379000	K09755
TraesCS1B02G379200	K14565
TraesCS1B02G379700	K22522
TraesCS1B02G379800	K12501
TraesCS1B02G380200	K11254
TraesCS1B02G380300	K08493
TraesCS1B02G380400	K08493
TraesCS1B02G380800	K02903
TraesCS1B02G381100	K27591
TraesCS1B02G382000	K11864
TraesCS1B02G382200	K01184
TraesCS1B02G382600	K01115
TraesCS1B02G382900	K18801
TraesCS1B02G383200	K12393
TraesCS1B02G383300	K14962
TraesCS1B02G383400	K00787
TraesCS1B02G383600	K09422
TraesCS1B02G383700	K09422
TraesCS1B02G383800	K09422
TraesCS1B02G383900	K09422
TraesCS1B02G384500	K26544
TraesCS1B02G384700	K20716
TraesCS1B02G384900	K20716
TraesCS1B02G385000	K20716
TraesCS1B02G385100	K20716
TraesCS1B02G385200	K20716
TraesCS1B02G385300	K20716
TraesCS1B02G385600	K00343;K05573
TraesCS1B02G386200	K11252
TraesCS1B02G386400	K11252
TraesCS1B02G386500	K11252
TraesCS1B02G386600	K11252
TraesCS1B02G386700	K11252
TraesCS1B02G387000	K06875
TraesCS1B02G387100	K11252
TraesCS1B02G387200	K03124
TraesCS1B02G387400	K05658
TraesCS1B02G387500	K10523
TraesCS1B02G387700	K09775
TraesCS1B02G387800	K15397
TraesCS1B02G388200	K08912
TraesCS1B02G388300	K08912
TraesCS1B02G388500	K08912
TraesCS1B02G388600	K26672
TraesCS1B02G388700	K05929
TraesCS1B02G389000	K12832
TraesCS1B02G389200	K18857
TraesCS1B02G389700	K09286
TraesCS1B02G389800	K09286
TraesCS1B02G389900	K09286
TraesCS1B02G390000	K13648
TraesCS1B02G391400	K17508
TraesCS1B02G391800	K01056
TraesCS1B02G391900	K01733
TraesCS1B02G392000	K09287
TraesCS1B02G392200	K09287
TraesCS1B02G392300	K09287
TraesCS1B02G392400	K18798
TraesCS1B02G393100	K09338
TraesCS1B02G393200	K18693
TraesCS1B02G393300	K01115
TraesCS1B02G393500	K15498
TraesCS1B02G394300	K05909
TraesCS1B02G395000	K16276
TraesCS1B02G395800	K02886
TraesCS1B02G396000	K08967;K09419
TraesCS1B02G396200	K08967
TraesCS1B02G396300	K00857
TraesCS1B02G396600	K12844
TraesCS1B02G396700	K10760
TraesCS1B02G396800	K27708
TraesCS1B02G398300	K11584
TraesCS1B02G398500	K13457
TraesCS1B02G398800	K14753
TraesCS1B02G399000	K10758
TraesCS1B02G399400	K15031
TraesCS1B02G399500	K15031
TraesCS1B02G399700	K14768
TraesCS1B02G399900	K10523
TraesCS1B02G400100	K10523
TraesCS1B02G400200	K16732
TraesCS1B02G400300	K02112
TraesCS1B02G400600	K13457
TraesCS1B02G400900	K14785
TraesCS1B02G401000	K14564
TraesCS1B02G401300	K05925
TraesCS1B02G401400	K00059
TraesCS1B02G401600	K05925
TraesCS1B02G401700	K09422
TraesCS1B02G401800	K08506
TraesCS1B02G402200	K13459
TraesCS1B02G402600	K13356
TraesCS1B02G402900	K00635
TraesCS1B02G403000	K10753
TraesCS1B02G403300	K13457
TraesCS1B02G403400	K13457
TraesCS1B02G403500	K13457
TraesCS1B02G403600	K02935
TraesCS1B02G403700	K23567
TraesCS1B02G404000	K08730
TraesCS1B02G404200	K21626
TraesCS1B02G404300	K13457
TraesCS1B02G404500	K02724
TraesCS1B02G404900	K02110
TraesCS1B02G405000	K02109
TraesCS1B02G405300	K02954
TraesCS1B02G405400	K00340
TraesCS1B02G405600	K05580
TraesCS1B02G405900	K05579
TraesCS1B02G406000	K02956
TraesCS1B02G406600	K02992
TraesCS1B02G408200	K01953
TraesCS1B02G408600	K11584
TraesCS1B02G409800	K02917
TraesCS1B02G410300	K08081
TraesCS1B02G410600	K20547
TraesCS1B02G411000	K10733
TraesCS1B02G411100	K01662
TraesCS1B02G411700	K27686
TraesCS1B02G411800	K21776
TraesCS1B02G411900	K00635
TraesCS1B02G412000	K10523
TraesCS1B02G412900	K02111
TraesCS1B02G413000	K00412
TraesCS1B02G413200	K02262
TraesCS1B02G413700	K02921
TraesCS1B02G413800	K03453
TraesCS1B02G414400	K02886
TraesCS1B02G414800	K22683
TraesCS1B02G415200	K06692
TraesCS1B02G415500	K10581
TraesCS1B02G415600	K13459
TraesCS1B02G415800	K10581
TraesCS1B02G415900	K02888
TraesCS1B02G416200	K13457
TraesCS1B02G416500	K02639
TraesCS1B02G416600	K11252
TraesCS1B02G416700	K16296
TraesCS1B02G416800	K01046
TraesCS1B02G417100	K18183
TraesCS1B02G417200	K14775
TraesCS1B02G418100	K13457
TraesCS1B02G418300	K13457
TraesCS1B02G418400	K14484
TraesCS1B02G418500	K05387
TraesCS1B02G418900	K08081
TraesCS1B02G419000	K08081
TraesCS1B02G419100	K20869
TraesCS1B02G419200	K13525
TraesCS1B02G419800	K20286
TraesCS1B02G420000	K06911
TraesCS1B02G420100	K02695
TraesCS1B02G420400	K13457
TraesCS1B02G420600	K10580
TraesCS1B02G420700	K04125
TraesCS1B02G420800	K04125
TraesCS1B02G420900	K04125
TraesCS1B02G421100	K15397
TraesCS1B02G422100	K22390
TraesCS1B02G422200	K00979
TraesCS1B02G422500	K27591
TraesCS1B02G422700	K01193
TraesCS1B02G423600	K09510
TraesCS1B02G424400	K20899
TraesCS1B02G424500	K08235
TraesCS1B02G424700	K14486
TraesCS1B02G424800	K22756
TraesCS1B02G425200	K03676
TraesCS1B02G425600	K12836
TraesCS1B02G425700	K02977
TraesCS1B02G426300	K07904
TraesCS1B02G427500	K09286
TraesCS1B02G427600	K09286
TraesCS1B02G427900	K02882
TraesCS1B02G428200	K10523
TraesCS1B02G428300	K10523
TraesCS1B02G428500	K10523
TraesCS1B02G428600	K10523
TraesCS1B02G428800	K03189
TraesCS1B02G428900	K21797
TraesCS1B02G430800	K06158;K06184
TraesCS1B02G431000	K02358
TraesCS1B02G431200	K02860
TraesCS1B02G431300	K15200
TraesCS1B02G431500	K10046
TraesCS1B02G431600	K21485
TraesCS1B02G431800	K14944
TraesCS1B02G432200	K03251
TraesCS1B02G432700	K08912
TraesCS1B02G433300	K08912
TraesCS1B02G433900	K07342
TraesCS1B02G434000	K08245
TraesCS1B02G434300	K28580
TraesCS1B02G434400	K03595
TraesCS1B02G434500	K14857
TraesCS1B02G435600	K01247
TraesCS1B02G435700	K03444
TraesCS1B02G435900	K03444
TraesCS1B02G436300	K15397
TraesCS1B02G436500	K22068
TraesCS1B02G436700	K02935
TraesCS1B02G437500	K15095
TraesCS1B02G437600	K25895
TraesCS1B02G438500	K13457
TraesCS1B02G438600	K13457
TraesCS1B02G438800	K13457
TraesCS1B02G439000	K13466
TraesCS1B02G439200	K13457
TraesCS1B02G439300	K13457
TraesCS1B02G439400	K13457
TraesCS1B02G439600	K10997
TraesCS1B02G439800	K09060
TraesCS1B02G439900	K01792
TraesCS1B02G440300	K28584
TraesCS1B02G440400	K26731
TraesCS1B02G440500	K28584
TraesCS1B02G440600	K28584
TraesCS1B02G440700	K28584
TraesCS1B02G440900	K15031
TraesCS1B02G441100	K15031
TraesCS1B02G441300	K09286
TraesCS1B02G441400	K14497
TraesCS1B02G441500	K03242
TraesCS1B02G441600	K23541
TraesCS1B02G441900	K01937
TraesCS1B02G442000	K08065
TraesCS1B02G442300	K00053
TraesCS1B02G443100	K07936
TraesCS1B02G443200	K00026
TraesCS1B02G443400	K22312
TraesCS1B02G443500	K15031
TraesCS1B02G443900	K02738
TraesCS1B02G445000	K00652
TraesCS1B02G445300	K20538
TraesCS1B02G445400	K13947
TraesCS1B02G445500	K12858
TraesCS1B02G445600	K13681
TraesCS1B02G446100	K15889
TraesCS1B02G446400	K13448
TraesCS1B02G446800	K25829
TraesCS1B02G447000	K13457
TraesCS1B02G447400	K13457
TraesCS1B02G447500	K13343
TraesCS1B02G447700	K00601;K11175
TraesCS1B02G448000	K01426
TraesCS1B02G448100	K01184
TraesCS1B02G448300	K03444
TraesCS1B02G448400	K01247
TraesCS1B02G449500	K03357
TraesCS1B02G449700	K00975
TraesCS1B02G449800	K11273
TraesCS1B02G450400	K06670
TraesCS1B02G450600	K17807
TraesCS1B02G451100	K08914
TraesCS1B02G451500	K09522
TraesCS1B02G452000	K03377
TraesCS1B02G452100	K05356
TraesCS1B02G452400	K09645
TraesCS1B02G453200	K28581
TraesCS1B02G453300	K28581
TraesCS1B02G453500	K17771
TraesCS1B02G453600	K01953
TraesCS1B02G453700	K17925
TraesCS1B02G454800	K24193
TraesCS1B02G455100	K26672
TraesCS1B02G455200	K22530
TraesCS1B02G455300	K09645
TraesCS1B02G456000	K26672
TraesCS1B02G456100	K26672
TraesCS1B02G456200	K26672
TraesCS1B02G456300	K26672
TraesCS1B02G456400	K26672
TraesCS1B02G456500	K26672
TraesCS1B02G456700	K13412;K13974
TraesCS1B02G456800	K07114
TraesCS1B02G457000	K26392
TraesCS1B02G458300	K00330;K03880
TraesCS1B02G458600	K00339;K03884
TraesCS1B02G458700	K03936
TraesCS1B02G458800	K02261
TraesCS1B02G459400	K14684
TraesCS1B02G459500	K14506
TraesCS1B02G459900	K14791
TraesCS1B02G460100	K13457
TraesCS1B02G460500	K15199
TraesCS1B02G461600	K03093
TraesCS1B02G461800	K23541
TraesCS1B02G461900	K17506
TraesCS1B02G462000	K01937
TraesCS1B02G463000	K06130;K06999
TraesCS1B02G463100	K01695
TraesCS1B02G463400	K06669
TraesCS1B02G463900	K11644
TraesCS1B02G464000	K11644
TraesCS1B02G464100	K08900
TraesCS1B02G464300	K20724
TraesCS1B02G464800	K08900
TraesCS1B02G464900	K08900
TraesCS1B02G465000	K08900
TraesCS1B02G465100	K11446
TraesCS1B02G465300	K10661
TraesCS1B02G465400	K14292
TraesCS1B02G465500	K10661
TraesCS1B02G465700	K10661
TraesCS1B02G465900	K13466
TraesCS1B02G466000	K13466
TraesCS1B02G466400	K13457
TraesCS1B02G466500	K13457
TraesCS1B02G466900	K13457
TraesCS1B02G467900	K14292
TraesCS1B02G468500	K23313
TraesCS1B02G468600	K22684
TraesCS1B02G468700	K13199
TraesCS1B02G469300	K23541
TraesCS1B02G469500	K13457
TraesCS1B02G469700	K13457
TraesCS1B02G469900	K01520
TraesCS1B02G470500	K13457
TraesCS1B02G470600	K13457
TraesCS1B02G470800	K19707
TraesCS1B02G471100	K13436
TraesCS1B02G471300	K22522
TraesCS1B02G471400	K13457
TraesCS1B02G471600	K13457
TraesCS1B02G471700	K13457
TraesCS1B02G472100	K01358
TraesCS1B02G472200	K23953
TraesCS1B02G472500	K03243
TraesCS1B02G473400	K10610
TraesCS1B02G475400	K02148
TraesCS1B02G475700	K14497
TraesCS1B02G475800	K23222
TraesCS1B02G476400	K05280
TraesCS1B02G476500	K15192
TraesCS1B02G476600	K08955
TraesCS1B02G476700	K11971
TraesCS1B02G477400	K12125
TraesCS1B02G477500	K12812
TraesCS1B02G477900	K01051
TraesCS1B02G478000	K01674
TraesCS1B02G478100	K14855
TraesCS1B02G478200	K12627
TraesCS1B02G478400	K01784
TraesCS1B02G478500	K13449
TraesCS1B02G478800	K00940
TraesCS1B02G479100	K19729
TraesCS1B02G479500	K22683
TraesCS1B02G479700	K10664
TraesCS1B02G479800	K22803
TraesCS1B02G480100	K11593
TraesCS1B02G480500	K12462
TraesCS1B02G481100	K02218
TraesCS1D02G000100	K13457
TraesCS1D02G000800	K03768
TraesCS1D02G001600	K00103
TraesCS1D02G001900	K12198
TraesCS1D02G002300	K03131
TraesCS1D02G002400	K10638
TraesCS1D02G002600	K12198
TraesCS1D02G003300	K07199
TraesCS1D02G003500	K22522
TraesCS1D02G003700	K02902
TraesCS1D02G003900	K13343
TraesCS1D02G004000	K13343;K16284
TraesCS1D02G004700	K01530
TraesCS1D02G004900	K11644
TraesCS1D02G005300	K13457
TraesCS1D02G005800	K22255
TraesCS1D02G006000	K13457
TraesCS1D02G006500	K13457
TraesCS1D02G006800	K13457
TraesCS1D02G007100	K14423
TraesCS1D02G007700	K03152
TraesCS1D02G008000	K13457
TraesCS1D02G008200	K13457
TraesCS1D02G008900	K14423
TraesCS1D02G009800	K03327
TraesCS1D02G010000	K08880
TraesCS1D02G010400	K02886
TraesCS1D02G010700	K20177
TraesCS1D02G011100	K07517
TraesCS1D02G011200	K13457
TraesCS1D02G011600	K09561
TraesCS1D02G011700	K08247
TraesCS1D02G011800	K00799
TraesCS1D02G012500	K28058
TraesCS1D02G012700	K13356
TraesCS1D02G013000	K05894
TraesCS1D02G013100	K21768
TraesCS1D02G013200	K07874
TraesCS1D02G013300	K07904
TraesCS1D02G013400	K05894
TraesCS1D02G013500	K05894
TraesCS1D02G013600	K05894
TraesCS1D02G013700	K05894
TraesCS1D02G014500	K00799
TraesCS1D02G014600	K13457
TraesCS1D02G014700	K13457
TraesCS1D02G015500	K13457
TraesCS1D02G016026	K13457
TraesCS1D02G016100	K13457
TraesCS1D02G016500	K00981
TraesCS1D02G016600	K14325
TraesCS1D02G016900	K13457
TraesCS1D02G017000	K00799
TraesCS1D02G017200	K00799
TraesCS1D02G017400	K13457
TraesCS1D02G017600	K13457
TraesCS1D02G018300	K02155
TraesCS1D02G018400	K13216
TraesCS1D02G018500	K21889
TraesCS1D02G018700	K13457
TraesCS1D02G018800	K13457
TraesCS1D02G019100	K12930
TraesCS1D02G019200	K12930
TraesCS1D02G019400	K09755
TraesCS1D02G019700	K13457
TraesCS1D02G020000	K10354;K10355
TraesCS1D02G020200	K21797
TraesCS1D02G020800	K22048
TraesCS1D02G020900	K09422
TraesCS1D02G021000	K13457
TraesCS1D02G021100	K00002
TraesCS1D02G021200	K13457
TraesCS1D02G021600	K13065
TraesCS1D02G021700	K09422
TraesCS1D02G021800	K13356
TraesCS1D02G022400	K00002
TraesCS1D02G022500	K13457
TraesCS1D02G023700	K03234
TraesCS1D02G024100	K01210
TraesCS1D02G024400	K25819
TraesCS1D02G024600	K03123
TraesCS1D02G024800	K03177
TraesCS1D02G025100	K02890
TraesCS1D02G025600	K19466
TraesCS1D02G026000	K13457
TraesCS1D02G026200	K08867
TraesCS1D02G026400	K10845
TraesCS1D02G026500	K16290
TraesCS1D02G027200	K19861
TraesCS1D02G028200	K13457
TraesCS1D02G028600	K13457
TraesCS1D02G029000	K13457
TraesCS1D02G029100	K13457
TraesCS1D02G029200	K13457
TraesCS1D02G029300	K00635
TraesCS1D02G029400	K17943
TraesCS1D02G029500	K21989
TraesCS1D02G030300	K11982
TraesCS1D02G030400	K03327
TraesCS1D02G030800	K27753
TraesCS1D02G030900	K27753
TraesCS1D02G031000	K27753
TraesCS1D02G031200	K27753
TraesCS1D02G031400	K14806
TraesCS1D02G031600	K11550
TraesCS1D02G031800	K22312
TraesCS1D02G031900	K05909
TraesCS1D02G032200	K13457
TraesCS1D02G032300	K17710
TraesCS1D02G032700	K26549
TraesCS1D02G033000	K17710
TraesCS1D02G033100	K17710
TraesCS1D02G033600	K00660;K12644
TraesCS1D02G033800	K00660;K12644
TraesCS1D02G034200	K14298
TraesCS1D02G034300	K03327
TraesCS1D02G034400	K01593
TraesCS1D02G034900	K14574;K19882
TraesCS1D02G035600	K21989
TraesCS1D02G035700	K02575
TraesCS1D02G035800	K01115
TraesCS1D02G036200	K10523
TraesCS1D02G036300	K14305
TraesCS1D02G036400	K10523
TraesCS1D02G037400	K13457
TraesCS1D02G037500	K13457
TraesCS1D02G038000	K20843
TraesCS1D02G038800	K28194
TraesCS1D02G039000	K26731
TraesCS1D02G039200	K15397
TraesCS1D02G039300	K10775
TraesCS1D02G039400	K10775
TraesCS1D02G039500	K10775
TraesCS1D02G039800	K11251
TraesCS1D02G039900	K11251
TraesCS1D02G040000	K01507
TraesCS1D02G040100	K24070
TraesCS1D02G040300	K07195;K13457
TraesCS1D02G040400	K13457
TraesCS1D02G040800	K24135
TraesCS1D02G040900	K02257
TraesCS1D02G041200	K01810
TraesCS1D02G041400	K09250
TraesCS1D02G042100	K15397
TraesCS1D02G042300	K15397
TraesCS1D02G043300	K09422
TraesCS1D02G043600	K06934
TraesCS1D02G043700	K13115
TraesCS1D02G044200	K15077
TraesCS1D02G044300	K05909
TraesCS1D02G044500	K25829
TraesCS1D02G044600	K05909
TraesCS1D02G044700	K14004
TraesCS1D02G045100	K20102
TraesCS1D02G045200	K01633
TraesCS1D02G045300	K13457
TraesCS1D02G045400	K15276
TraesCS1D02G045500	K09264
TraesCS1D02G045600	K09264
TraesCS1D02G045700	K09264
TraesCS1D02G046100	K12373
TraesCS1D02G047200	K23877
TraesCS1D02G047300	K23877
TraesCS1D02G047400	K22755
TraesCS1D02G047600	K22755
TraesCS1D02G047900	K01537
TraesCS1D02G048200	K03549
TraesCS1D02G049500	K09755
TraesCS1D02G049600	K14536
TraesCS1D02G049900	K18723
TraesCS1D02G051300	K14301
TraesCS1D02G051400	K13457
TraesCS1D02G051700	K11971
TraesCS1D02G052000	K05681
TraesCS1D02G052200	K00001
TraesCS1D02G052500	K01593
TraesCS1D02G052700	K15382
TraesCS1D02G053800	K02069
TraesCS1D02G053900	K27319
TraesCS1D02G055100	K11671
TraesCS1D02G055200	K10398
TraesCS1D02G055300	K17710
TraesCS1D02G055500	K17710
TraesCS1D02G056100	K01147
TraesCS1D02G056200	K17710
TraesCS1D02G056400	K17710
TraesCS1D02G056700	K17710
TraesCS1D02G057300	K01240
TraesCS1D02G058200	K17710
TraesCS1D02G058300	K02492
TraesCS1D02G058500	K17710
TraesCS1D02G059000	K13457
TraesCS1D02G059100	K02864
TraesCS1D02G059200	K09284
TraesCS1D02G059600	K10869
TraesCS1D02G059900	K26385
TraesCS1D02G060000	K22935
TraesCS1D02G060600	K06901
TraesCS1D02G061100	K05290
TraesCS1D02G061400	K17710
TraesCS1D02G061500	K28097
TraesCS1D02G061600	K14852
TraesCS1D02G061700	K04506
TraesCS1D02G062600	K12626
TraesCS1D02G063400	K06133
TraesCS1D02G064000	K17808
TraesCS1D02G064100	K13960
TraesCS1D02G064200	K13457
TraesCS1D02G064500	K20869
TraesCS1D02G065600	K16055
TraesCS1D02G065700	K24193
TraesCS1D02G066000	K11801
TraesCS1D02G066100	K14297
TraesCS1D02G066300	K01184
TraesCS1D02G066500	K01537
TraesCS1D02G066600	K14293
TraesCS1D02G067000	K11492
TraesCS1D02G067500	K00382
TraesCS1D02G067700	K13430
TraesCS1D02G067800	K00253
TraesCS1D02G067980	K17710
TraesCS1D02G068000	K15031
TraesCS1D02G068100	K10268
TraesCS1D02G068300	K14792
TraesCS1D02G068400	K17710
TraesCS1D02G068800	K17710
TraesCS1D02G068900	K17710
TraesCS1D02G070400	K02111
TraesCS1D02G070600	K02110
TraesCS1D02G070800	K02714
TraesCS1D02G071000	K02724
TraesCS1D02G071100	K02710
TraesCS1D02G071200	K02712
TraesCS1D02G071400	K02703
TraesCS1D02G072000	K07952
TraesCS1D02G072700	K28523
TraesCS1D02G072800	K09510
TraesCS1D02G072900	K13424
TraesCS1D02G073000	K00815
TraesCS1D02G073200	K10523
TraesCS1D02G073400	K10523
TraesCS1D02G073900	K22138
TraesCS1D02G074300	K09835
TraesCS1D02G074400	K14689
TraesCS1D02G074500	K01919
TraesCS1D02G074600	K00818;K00821
TraesCS1D02G074700	K01179
TraesCS1D02G074800	K01179
TraesCS1D02G074900	K01179
TraesCS1D02G075100	K01179
TraesCS1D02G075400	K10523
TraesCS1D02G075500	K25786
TraesCS1D02G075900	K17911
TraesCS1D02G076100	K13466
TraesCS1D02G076300	K23002
TraesCS1D02G076500	K17710
TraesCS1D02G076600	K17098
TraesCS1D02G077300	K17569
TraesCS1D02G077500	K17710
TraesCS1D02G077600	K01897
TraesCS1D02G077900	K28090
TraesCS1D02G078000	K15283
TraesCS1D02G078300	K28777
TraesCS1D02G078500	K04751
TraesCS1D02G078600	K09422
TraesCS1D02G079300	K27413
TraesCS1D02G079600	K14803
TraesCS1D02G079700	K20827
TraesCS1D02G079800	K00430
TraesCS1D02G079900	K13946
TraesCS1D02G080000	K00430
TraesCS1D02G080100	K00430
TraesCS1D02G080200	K00430
TraesCS1D02G080300	K00430
TraesCS1D02G080400	K00430
TraesCS1D02G080600	K00430
TraesCS1D02G080800	K00430
TraesCS1D02G080900	K00430
TraesCS1D02G081200	K00799
TraesCS1D02G081400	K13436
TraesCS1D02G081600	K11254
TraesCS1D02G082000	K02835
TraesCS1D02G082100	K10523
TraesCS1D02G082200	K07198
TraesCS1D02G082300	K08991
TraesCS1D02G082400	K06689
TraesCS1D02G082500	K07198
TraesCS1D02G082600	K07198
TraesCS1D02G082900	K05658
TraesCS1D02G083000	K22849
TraesCS1D02G083600	K08245
TraesCS1D02G083700	K19222
TraesCS1D02G084000	K11648
TraesCS1D02G084100	K14484
TraesCS1D02G084200	K12126
TraesCS1D02G084400	K09422
TraesCS1D02G084600	K12876
TraesCS1D02G085000	K19861
TraesCS1D02G085200	K19861
TraesCS1D02G086400	K07466
TraesCS1D02G086700	K00814
TraesCS1D02G087500	K22696
TraesCS1D02G087600	K16297
TraesCS1D02G087700	K16297
TraesCS1D02G087900	K05391
TraesCS1D02G088100	K14840
TraesCS1D02G088200	K11801
TraesCS1D02G088300	K25162
TraesCS1D02G088500	K15031
TraesCS1D02G088600	K15031
TraesCS1D02G088800	K01191
TraesCS1D02G089300	K01090
TraesCS1D02G089500	K10844
TraesCS1D02G090000	K07024
TraesCS1D02G090100	K01179
TraesCS1D02G090600	K13457
TraesCS1D02G091200	K17583
TraesCS1D02G091700	K05909
TraesCS1D02G092200	K25896
TraesCS1D02G092700	K01061
TraesCS1D02G093200	K10523
TraesCS1D02G093600	K17411
TraesCS1D02G094200	K28363
TraesCS1D02G094400	K00215
TraesCS1D02G094600	K01893
TraesCS1D02G094700	K00799
TraesCS1D02G094800	K00799
TraesCS1D02G094900	K00799
TraesCS1D02G095000	K00799
TraesCS1D02G095100	K00799
TraesCS1D02G095200	K17710
TraesCS1D02G095400	K00799
TraesCS1D02G095500	K17479
TraesCS1D02G095600	K00103
TraesCS1D02G096100	K10523
TraesCS1D02G096200	K00430
TraesCS1D02G096300	K00430
TraesCS1D02G096400	K00430
TraesCS1D02G096600	K07466
TraesCS1D02G096900	K11374
TraesCS1D02G097100	K14213
TraesCS1D02G097700	K13103
TraesCS1D02G097900	K13103
TraesCS1D02G098000	K05933
TraesCS1D02G098100	K05933
TraesCS1D02G098200	K13103
TraesCS1D02G098300	K13667
TraesCS1D02G098400	K03347
TraesCS1D02G098500	K03347
TraesCS1D02G098600	K11583
TraesCS1D02G098700	K03354
TraesCS1D02G099200	K06997
TraesCS1D02G099600	K11654
TraesCS1D02G100100	K00703
TraesCS1D02G101200	K01491
TraesCS1D02G101300	K01892
TraesCS1D02G101600	K02987
TraesCS1D02G101700	K05770
TraesCS1D02G101800	K14800
TraesCS1D02G101900	K01210
TraesCS1D02G102100	K10523
TraesCS1D02G102200	K10523
TraesCS1D02G102300	K10523
TraesCS1D02G102600	K20891
TraesCS1D02G102900	K04506
TraesCS1D02G103500	K10775
TraesCS1D02G103700	K16571
TraesCS1D02G103800	K28593
TraesCS1D02G104200	K10393
TraesCS1D02G104400	K06269
TraesCS1D02G104600	K06689
TraesCS1D02G104800	K01255
TraesCS1D02G105100	K15141
TraesCS1D02G105200	K10527
TraesCS1D02G105300	K14431
TraesCS1D02G105500	K02883
TraesCS1D02G105600	K14509
TraesCS1D02G105800	K00345
TraesCS1D02G105900	K03026
TraesCS1D02G106000	K22074
TraesCS1D02G106200	K15042
TraesCS1D02G106500	K09584
TraesCS1D02G107000	K13348
TraesCS1D02G107100	K20923
TraesCS1D02G107200	K09517
TraesCS1D02G107300	K10389
TraesCS1D02G107400	K00382
TraesCS1D02G107500	K17491
TraesCS1D02G107600	K23025
TraesCS1D02G107700	K01181
TraesCS1D02G107800	K15601
TraesCS1D02G107900	K00485
TraesCS1D02G108000	K16253
TraesCS1D02G108200	K16253
TraesCS1D02G108700	K16250
TraesCS1D02G108800	K04125
TraesCS1D02G108900	K10589
TraesCS1D02G109000	K26752
TraesCS1D02G109300	K20102
TraesCS1D02G109600	K00382
TraesCS1D02G109700	K18624
TraesCS1D02G109800	K02977
TraesCS1D02G110600	K00430
TraesCS1D02G110900	K13435
TraesCS1D02G111100	K03127
TraesCS1D02G111300	K01887
TraesCS1D02G111500	K19041
TraesCS1D02G111700	K26274
TraesCS1D02G112500	K14709
TraesCS1D02G113000	K03858
TraesCS1D02G113700	K15285
TraesCS1D02G114000	K03671
TraesCS1D02G114100	K02866
TraesCS1D02G114300	K22991
TraesCS1D02G114400	K03008
TraesCS1D02G114600	K01126
TraesCS1D02G114700	K01126
TraesCS1D02G114800	K16903
TraesCS1D02G116400	K06195
TraesCS1D02G116500	K00565
TraesCS1D02G116600	K15283
TraesCS1D02G116700	K01115
TraesCS1D02G116900	K14684
TraesCS1D02G117400	K10999
TraesCS1D02G117800	K18192
TraesCS1D02G118300	K11420
TraesCS1D02G118600	K24194
TraesCS1D02G118700	K17710
TraesCS1D02G118900	K20716
TraesCS1D02G119400	K11584
TraesCS1D02G119500	K14484
TraesCS1D02G119600	K12850
TraesCS1D02G120200	K19707
TraesCS1D02G120800	K04120
TraesCS1D02G121000	K09489
TraesCS1D02G121200	K09489
